SubjID,RunNum,TrialNum,ItemNum,ItemType,LangType,TrialOnset,RT,CorrectAnswer,Response,Accuracy
FED_20190415a_3T2,11,8,101,6,jap,171.9211,12.0073,1,1,1
FED_20190415a_3T2,1,2,1,1,en,10.1574,11.5555,1,1,1
FED_20190415a_3T2,1,3,37,3,jap,26.8097,14.6137,3,3,1
FED_20190415a_3T2,1,4,73,5,sent,46.4795,15.845999999999998,1,1,1
FED_20190415a_3T2,1,6,91,6,sent,77.4179,35.9531,2,2,1
FED_20190415a_3T2,1,7,55,4,jap,118.4245,11.2784,1,3,0
FED_20190415a_3T2,1,8,19,2,en,134.7606,20.1536,2,1,0
FED_20190415a_3T2,12,2,66,4,sent,10.0585,14.2043,1,2,0
FED_20190415a_3T2,12,3,30,2,jap,29.3114,12.0323,2,2,1
FED_20190415a_3T2,12,4,102,6,en,46.3978,26.0305,1,1,1
FED_20190415a_3T2,12,6,84,5,en,87.5211,22.2109,2,2,1
FED_20190415a_3T2,12,7,12,1,jap,114.7922,21.1813,2,4,0
FED_20190415a_3T2,12,8,48,3,sent,141.0298,29.5253,2,3,0
FED_20190415a_3T2,6,2,60,4,sent,10.0552,13.0267,3,3,1
FED_20190415a_3T2,6,3,24,2,jap,28.1246,39.0207,4,4,1
FED_20190415a_3T2,6,4,96,6,en,72.1986,8.1314,2,2,1
FED_20190415a_3T2,6,6,78,5,en,95.4023,15.2232,3,3,1
FED_20190415a_3T2,6,7,6,1,jap,115.6723,14.3894,3,3,1
FED_20190415a_3T2,6,8,42,3,sent,135.0921,7.2367,3,3,1
FED_20190415a_3T2,7,2,7,1,en,10.0519,7.0876,3,3,1
FED_20190415a_3T2,7,3,43,3,jap,22.1873,19.3157,2,2,1
FED_20190415a_3T2,7,4,79,5,sent,46.558,13.1905,2,4,0
FED_20190415a_3T2,7,6,97,6,sent,74.8292,17.2238,1,1,1
FED_20190415a_3T2,7,7,61,4,jap,97.1163,15.6831,3,3,1
FED_20190415a_3T2,7,8,25,2,en,117.8361,14.8494,3,4,0
FED_20190314a_3T2,5,2,95,6,jap,10.0448,27.5634,2,2,1
FED_20190314a_3T2,5,3,23,2,sent,42.6668,11.482999999999999,3,3,1
FED_20190314a_3T2,5,4,59,4,en,59.2029,26.552,1,1,1
FED_20190314a_3T2,5,6,41,3,en,100.8429,18.5091,1,2,0
FED_20190314a_3T2,5,7,5,1,sent,124.4135,29.4354,3,3,1
FED_20190314a_3T2,5,8,77,5,jap,158.9025,33.0758,4,4,1
FED_20190314a_3T2,4,2,4,1,en,10.0532,6.3033,4,4,1
FED_20190314a_3T2,4,3,40,3,jap,21.4217,9.4323,2,2,1
FED_20190314a_3T2,4,4,76,5,sent,35.9073,12.7395,2,2,1
FED_20190314a_3T2,4,6,94,6,sent,63.7284,21.694000000000003,2,4,0
FED_20190314a_3T2,4,7,58,4,jap,90.4829,23.6886,2,2,1
FED_20190314a_3T2,4,8,22,2,en,119.2377,13.0244,2,2,1
FED_20190314a_3T2,12,2,48,3,sent,10.0598,9.0576,2,2,1
FED_20190314a_3T2,12,3,84,5,en,24.1788,16.5293,2,2,1
FED_20190314a_3T2,12,4,12,1,jap,45.7321,20.2711,2,2,1
FED_20190314a_3T2,12,6,30,2,jap,81.1047,21.865,2,2,1
FED_20190314a_3T2,12,7,102,6,en,108.0258,14.3532,1,1,1
FED_20190314a_3T2,12,8,66,4,sent,127.4288,19.7632,1,1,1
FED_20190314a_3T2,8,2,80,5,jap,10.0648,18.3718,3,3,1
FED_20190314a_3T2,8,3,44,3,en,33.4853,10.9013,1,1,1
FED_20190314a_3T2,8,4,8,1,sent,49.4378,9.6166,2,2,1
FED_20190314a_3T2,8,6,26,2,sent,74.1418,15.0395,3,3,1
FED_20190314a_3T2,8,7,62,4,en,94.2285,16.5778,4,2,0
FED_20190314a_3T2,8,8,98,6,jap,115.8486,25.7238,1,4,0
FED_20190314a_3T2,9,2,63,4,sent,10.059,16.2577,4,4,1
FED_20190314a_3T2,9,3,27,2,jap,31.3793,22.8749,1,1,1
FED_20190314a_3T2,9,4,99,6,en,59.3004,14.4493,1,1,1
FED_20190314a_3T2,9,6,81,5,en,88.8218,30.9544,2,4,0
FED_20190314a_3T2,9,7,9,1,jap,124.8278,15.1256,2,4,0
FED_20190314a_3T2,9,8,45,3,sent,144.9977,27.7456,1,4,0
FED_20190314a_3T2,2,2,74,5,jap,10.0391,38.3043,4,3,0
FED_20190314a_3T2,2,3,38,3,en,53.3963,12.8431,2,2,1
FED_20190314a_3T2,2,4,2,1,sent,71.2992,29.1776,2,2,1
FED_20190314a_3T2,2,6,20,2,sent,115.5731,14.3344,3,3,1
FED_20190314a_3T2,2,7,56,4,en,134.9595,14.3958,2,2,1
FED_20190314a_3T2,2,8,92,6,jap,154.4128,18.921,2,2,1
FED_20190314a_3T2,3,2,57,4,sent,10.0493,7.5199,1,1,1
FED_20190314a_3T2,3,3,21,2,jap,22.618000000000002,24.2811,3,3,1
FED_20190314a_3T2,3,4,93,6,en,51.9394,6.7161,3,3,1
FED_20190314a_3T2,3,6,75,5,en,73.743,32.8273,2,2,1
FED_20190314a_3T2,3,7,3,1,jap,111.6158,24.5508,2,4,0
FED_20190314a_3T2,3,8,39,3,sent,141.2207,16.1052,1,1,1
FED_20190314a_3T2,11,2,101,6,jap,10.0565,9.9047,1,1,1
FED_20190314a_3T2,11,3,29,2,sent,25.0255,30.1046,2,2,1
FED_20190314a_3T2,11,4,65,4,en,60.1979,13.4834,1,1,1
FED_20190314a_3T2,11,6,47,3,en,88.7694,33.3997,1,1,1
FED_20190314a_3T2,11,7,11,1,sent,127.2254,15.9929,1,1,1
FED_20190314a_3T2,11,8,83,5,jap,148.2788,18.8328,3,3,1
FED_20190314a_3T2,10,2,10,1,en,10.064,10.9538,2,2,1
FED_20190314a_3T2,10,3,46,3,jap,26.0668,13.5864,1,1,1
FED_20190314a_3T2,10,4,82,5,sent,44.6862,10.6559,2,2,1
FED_20190314a_3T2,10,6,100,6,sent,70.4236,11.3706,2,2,1
FED_20190314a_3T2,10,7,64,4,jap,86.8432,21.6427,2,2,1
FED_20190314a_3T2,10,8,28,2,en,113.514,33.8864,2,2,1
FED_20190314a_3T2,6,2,42,3,sent,10.0556,5.6861,3,3,1
FED_20190314a_3T2,6,3,78,5,en,20.7906,15.0219,3,3,1
FED_20190314a_3T2,6,4,6,1,jap,40.8439,18.5775,3,3,1
FED_20190314a_3T2,6,6,24,2,jap,74.4993,27.3122,4,4,1
FED_20190314a_3T2,6,7,96,6,en,106.8545,13.2582,2,2,1
FED_20190314a_3T2,6,8,60,4,sent,125.1744,26.5403,3,3,1
FED_20190314a_3T2,7,2,25,2,en,10.0553,18.2148,3,3,1
FED_20190314a_3T2,7,3,97,6,sent,33.3259,13.5528,1,1,1
FED_20190314a_3T2,7,4,61,4,jap,51.9289,15.0572,3,3,1
FED_20190314a_3T2,7,6,43,3,jap,82.0671,30.5019,2,2,1
FED_20190314a_3T2,7,7,79,5,sent,117.6229,23.1049,2,4,0
FED_20190314a_3T2,7,8,7,1,en,145.7608,10.5118,3,3,1
FED_20190314a_3T2,1,2,19,2,en,10.1288,19.9917,2,2,1
FED_20190314a_3T2,1,3,91,6,sent,35.216,36.6999,2,1,0
FED_20190314a_3T2,1,4,55,4,jap,76.9726,8.8725,1,1,1
FED_20190314a_3T2,1,6,37,3,jap,100.9099,18.1132,3,3,1
FED_20190314a_3T2,1,7,73,5,sent,124.0469,11.6229,1,1,1
FED_20190314a_3T2,1,8,1,1,en,140.733,20.3422,1,1,1
FED_20190226c_3T2,1,2,19,2,en,10.1315,17.6973,2,2,1
FED_20190226c_3T2,1,3,91,6,sent,32.9182,50.0008,2,-1,0
FED_20190226c_3T2,1,4,55,4,jap,87.9771,10.1272,1,1,1
FED_20190226c_3T2,1,6,37,3,jap,113.1646,23.7076,3,3,1
FED_20190226c_3T2,1,7,73,5,sent,141.9193,8.6789,1,1,1
FED_20190226c_3T2,1,8,1,1,en,155.6547,20.9717,1,1,1
FED_20190226c_3T2,11,2,101,6,jap,10.0574,12.0504,1,1,1
FED_20190226c_3T2,11,3,29,2,sent,27.1601,28.1039,2,2,1
FED_20190226c_3T2,11,4,65,4,en,60.3157,13.3713,1,1,1
FED_20190226c_3T2,11,6,47,3,en,88.7868,33.7257,1,1,1
FED_20190226c_3T2,11,7,11,1,sent,127.5599,34.8591,1,1,1
FED_20190226c_3T2,11,8,83,5,jap,167.4664,30.9801,3,3,1
FED_20190226c_3T2,10,2,10,1,en,10.0486,7.4879,2,2,1
FED_20190226c_3T2,10,3,46,3,jap,22.5837,11.6632,1,1,1
FED_20190226c_3T2,10,4,82,5,sent,39.3031,16.0501,2,2,1
FED_20190226c_3T2,10,6,100,6,sent,70.4248,14.0277,2,2,1
FED_20190226c_3T2,10,7,64,4,jap,89.4947,39.8325,2,2,1
FED_20190226c_3T2,10,8,28,2,en,134.3853,39.4358,2,2,1
FED_20190226c_3T2,6,2,42,3,sent,10.0508,5.6759,3,3,1
FED_20190226c_3T2,6,3,78,5,en,20.7857,28.7699,3,3,1
FED_20190226c_3T2,6,4,6,1,jap,54.5911,10.8212,3,3,1
FED_20190226c_3T2,6,6,24,2,jap,80.4954,22.8977,4,4,1
FED_20190226c_3T2,6,7,96,6,en,108.45,9.3196,2,2,1
FED_20190226c_3T2,6,8,60,4,sent,122.8022,20.206,3,3,1
FED_20190226c_3T2,7,2,25,2,en,10.0475,21.9125,3,3,1
FED_20190226c_3T2,7,3,97,6,sent,37.0186,17.3198,1,1,1
FED_20190226c_3T2,7,4,61,4,jap,59.388999999999996,10.7059,3,3,1
FED_20190226c_3T2,7,6,43,3,jap,85.1932,29.1131,2,1,0
FED_20190226c_3T2,7,7,79,5,sent,119.3654,18.7375,2,4,0
FED_20190226c_3T2,7,8,7,1,en,143.1525,6.4324,3,3,1
FED_20190226c_3T2,12,2,48,3,sent,10.0508,22.951,2,3,0
FED_20190226c_3T2,12,3,84,5,en,38.0554,22.0064,2,2,1
FED_20190226c_3T2,12,4,12,1,jap,65.1097,23.2005,2,2,1
FED_20190226c_3T2,12,6,30,2,jap,103.3993,29.2927,2,2,1
FED_20190226c_3T2,12,7,102,6,en,137.7384,26.4939,1,1,1
FED_20190226c_3T2,12,8,66,4,sent,169.2599,33.2385,1,1,1
FED_20190226c_3T2,2,2,74,5,jap,10.0596,50.0003,4,3,0
FED_20190226c_3T2,2,3,38,3,en,65.1187,50.0007,2,2,1
FED_20190226c_3T2,2,4,2,1,sent,120.1773,50.001000000000005,2,-1,0
FED_20190226c_3T2,2,6,20,2,sent,185.2547,8.3414,3,3,1
FED_20190226c_3T2,2,7,56,4,en,198.6568,11.5046,2,2,1
FED_20190226c_3T2,2,8,92,6,jap,215.1928,21.8685,2,2,1
FED_20190226c_3T2,3,2,57,4,sent,10.055,5.6567,1,1,1
FED_20190226c_3T2,3,3,21,2,jap,20.7399,34.8137,3,3,1
FED_20190226c_3T2,3,4,93,6,en,60.6132,10.609000000000002,3,2,0
FED_20190226c_3T2,3,6,75,5,en,86.3005,21.386999999999997,2,2,1
FED_20190226c_3T2,3,7,3,1,jap,112.755,26.2484,2,2,1
FED_20190226c_3T2,3,8,39,3,sent,144.0603,12.0907,1,1,1
FED_20190226c_3T2,8,2,80,5,jap,10.062999999999999,22.1866,3,3,1
FED_20190226c_3T2,8,3,44,3,en,37.3007,8.1024,1,1,1
FED_20190226c_3T2,8,4,8,1,sent,50.4696,13.7167,2,2,1
FED_20190226c_3T2,8,6,26,2,sent,79.2742,18.6058,3,3,1
FED_20190226c_3T2,8,7,62,4,en,102.9283,23.2098,4,1,0
FED_20190226c_3T2,8,8,98,6,jap,131.166,19.4922,1,1,1
FED_20190226c_3T2,9,2,63,4,sent,10.0383,10.8283,4,4,1
FED_20190226c_3T2,9,3,27,2,jap,25.9241,12.4531,1,1,1
FED_20190226c_3T2,9,4,99,6,en,43.4269,19.9435,1,1,1
FED_20190226c_3T2,9,6,81,5,en,78.46600000000001,38.4904,2,2,1
FED_20190226c_3T2,9,7,9,1,jap,121.9897,11.8854,2,2,1
FED_20190226c_3T2,9,8,45,3,sent,138.9427,25.5018,1,1,1
FED_20190226c_3T2,5,2,95,6,jap,10.0426,11.4132,2,2,1
FED_20190226c_3T2,5,3,23,2,sent,26.5119,10.2574,3,3,1
FED_20190226c_3T2,5,4,59,4,en,41.8144,21.2357,1,1,1
FED_20190226c_3T2,5,6,41,3,en,78.1371,20.5504,1,1,1
FED_20190226c_3T2,5,7,5,1,sent,103.7244,50.0006,3,-1,0
FED_20190226c_3T2,5,8,77,5,jap,158.7834,27.1453,4,1,0
FED_20190226c_3T2,4,2,4,1,en,10.0464,7.6555,4,4,1
FED_20190226c_3T2,4,3,40,3,jap,22.7651,18.47,2,2,1
FED_20190226c_3T2,4,4,76,5,sent,46.2856,19.1826,2,1,0
FED_20190226c_3T2,4,6,94,6,sent,80.5579,50.0012,2,2,1
FED_20190226c_3T2,4,7,58,4,jap,135.6002,22.8561,2,2,1
FED_20190226c_3T2,4,8,22,2,en,163.5213,14.6889,2,2,1
FED_20190416a_3T2,3,2,75,5,jap,10.0599,25.6707,2,2,1
FED_20190416a_3T2,3,3,39,3,en,40.7646,12.1908,1,1,1
FED_20190416a_3T2,3,4,3,1,sent,58.0176,41.6678,2,4,0
FED_20190416a_3T2,3,6,21,2,sent,114.7602,20.5241,3,3,1
FED_20190416a_3T2,3,7,57,4,en,140.3308,6.1448,1,1,1
FED_20190416a_3T2,3,8,93,6,jap,151.5328,12.1245,3,3,1
FED_20190416a_3T2,2,2,20,2,en,10.0507,16.7658,3,3,1
FED_20190416a_3T2,2,3,92,6,sent,31.8708,33.1884,2,2,1
FED_20190416a_3T2,2,4,56,4,jap,70.1102,20.0377,2,2,1
FED_20190416a_3T2,2,6,38,3,jap,105.2328,11.0557,2,2,1
FED_20190416a_3T2,2,7,74,5,sent,121.3352,12.8366,4,3,0
FED_20190416a_3T2,2,8,2,1,en,139.2215,33.23,2,2,1
FED_20190416a_3T2,9,2,81,5,jap,10.0538,49.9067,2,2,1
FED_20190416a_3T2,9,3,45,3,en,65.0126,20.6332,1,1,1
FED_20190416a_3T2,9,4,9,1,sent,90.6835,19.9339,2,2,1
FED_20190416a_3T2,9,6,27,2,sent,125.7059,32.2614,1,1,1
FED_20190416a_3T2,9,7,63,4,en,163.012,19.9938,4,4,1
FED_20190416a_3T2,9,8,99,6,jap,188.0494,21.623,1,1,1
FED_20190416a_3T2,8,2,26,2,en,10.0436,44.2493,3,4,0
FED_20190416a_3T2,8,3,98,6,sent,59.3516,10.7372,1,1,1
FED_20190416a_3T2,8,4,62,4,jap,75.1208,23.61,4,1,0
FED_20190416a_3T2,8,6,44,3,jap,113.7937,24.7564,1,1,1
FED_20190416a_3T2,8,7,80,5,sent,143.5987,25.496,3,4,0
FED_20190416a_3T2,8,8,8,1,en,174.1201,16.9955,2,2,1
FED_20190416a_3T2,10,2,64,4,sent,10.0613,22.9727,2,2,1
FED_20190416a_3T2,10,3,28,2,jap,38.099000000000004,40.0036,2,4,0
FED_20190416a_3T2,10,4,100,6,en,83.1563,19.1431,2,2,1
FED_20190416a_3T2,10,6,82,5,en,117.3787,15.8503,2,2,1
FED_20190416a_3T2,10,7,10,1,jap,138.2821,21.511999999999997,2,2,1
FED_20190416a_3T2,10,8,46,3,sent,164.8532,24.7676,1,1,1
FED_20190416a_3T2,11,2,11,1,en,10.0577,19.8869,1,1,1
FED_20190416a_3T2,11,3,47,3,jap,34.9951,41.7452,1,1,1
FED_20190416a_3T2,11,4,83,5,sent,81.8028,24.7535,3,4,0
FED_20190416a_3T2,11,6,101,6,sent,121.6425,15.2402,1,1,1
FED_20190416a_3T2,11,7,65,4,jap,141.9293,16.766,1,1,1
FED_20190416a_3T2,11,8,29,2,en,163.7327,29.3267,2,4,0
FED_20190416a_3T2,4,2,58,4,sent,10.0609,17.4284,2,2,1
FED_20190416a_3T2,4,3,22,2,jap,32.5478,13.8718,2,2,1
FED_20190416a_3T2,4,4,94,6,en,51.4675,18.3996,2,2,1
FED_20190416a_3T2,4,6,76,5,en,84.9395,11.7332,2,2,1
FED_20190416a_3T2,4,7,4,1,jap,101.7258,15.1957,4,4,1
FED_20190416a_3T2,4,8,40,3,sent,121.9458,13.0238,2,2,1
FED_20190416a_3T2,5,2,5,1,en,10.0579,24.9476,3,3,1
FED_20190416a_3T2,5,3,41,3,jap,40.0626,23.7929,1,1,1
FED_20190416a_3T2,5,4,77,5,sent,68.9174,27.3992,4,1,0
FED_20190416a_3T2,5,6,95,6,sent,111.4077,21.9273,2,2,1
FED_20190416a_3T2,5,7,59,4,jap,138.3954,23.7605,1,1,1
FED_20190416a_3T2,5,8,23,2,en,167.2168,19.692999999999998,3,3,1
FED_20190416a_3T2,1,2,37,3,sent,10.1386,21.5038,3,3,1
FED_20190416a_3T2,1,3,73,5,en,36.7593,24.2468,1,1,1
FED_20190416a_3T2,1,4,1,1,jap,66.0641,35.5745,1,1,1
FED_20190416a_3T2,1,6,19,2,jap,116.7223,18.8674,2,2,1
FED_20190416a_3T2,1,7,91,6,en,140.643,23.2152,2,3,0
FED_20190416a_3T2,1,8,55,4,sent,168.9142,22.0384,1,1,1
FED_20190416a_3T2,12,2,102,6,jap,10.0622,22.7904,1,1,1
FED_20190416a_3T2,12,3,30,2,sent,37.9001,16.6685,2,2,1
FED_20190416a_3T2,12,4,66,4,en,59.6204,10.4779,1,1,1
FED_20190416a_3T2,12,6,48,3,en,85.15799999999999,8.4827,2,2,1
FED_20190416a_3T2,12,7,12,1,sent,98.6935,30.4,2,2,1
FED_20190416a_3T2,12,8,84,5,jap,134.149,24.9454,2,2,1
FED_20190416a_3T2,7,2,43,3,sent,10.0461,35.3452,2,2,1
FED_20190416a_3T2,7,3,79,5,en,50.4526,41.178999999999995,2,2,1
FED_20190416a_3T2,7,4,7,1,jap,96.6768,14.4517,3,3,1
FED_20190416a_3T2,7,6,25,2,jap,126.2151,25.2744,3,3,1
FED_20190416a_3T2,7,7,97,6,en,156.5533,12.487,1,1,1
FED_20190416a_3T2,7,8,61,4,sent,174.0895,26.1927,3,3,1
FED_20190416a_3T2,6,2,96,6,jap,10.0455,9.1685,2,2,1
FED_20190416a_3T2,6,3,24,2,sent,24.2646,16.2081,4,4,1
FED_20190416a_3T2,6,4,60,4,en,45.518,11.8154,3,3,1
FED_20190416a_3T2,6,6,42,3,en,72.4223,8.8869,3,3,1
FED_20190416a_3T2,6,7,6,1,sent,86.3578,22.5944,3,3,1
FED_20190416a_3T2,6,8,78,5,jap,113.9958,23.3874,3,3,1
FED_20190226b_3T2,1,2,37,3,sent,10.0535,22.6308,3,3,1
FED_20190226b_3T2,1,3,73,5,en,37.7413,19.6288,1,1,1
FED_20190226b_3T2,1,4,1,1,jap,62.4286,17.88,1,1,1
FED_20190226b_3T2,1,6,19,2,jap,95.3838,22.5776,2,2,1
FED_20190226b_3T2,1,7,91,6,en,122.9884,12.5817,2,2,1
FED_20190226b_3T2,1,8,55,4,sent,140.6246,7.5605,1,3,0
FED_20190226b_3T2,7,2,43,3,sent,10.0957,22.8541,2,2,1
FED_20190226b_3T2,7,3,79,5,en,38.0502,47.5818,2,1,0
FED_20190226b_3T2,7,4,7,1,jap,90.7088,15.2452,3,3,1
FED_20190226b_3T2,7,6,25,2,jap,121.0971,14.3568,3,3,1
FED_20190226b_3T2,7,7,97,6,en,140.5503,14.5297,1,1,1
FED_20190226b_3T2,7,8,61,4,sent,160.1701,27.5694,3,4,0
FED_20190226b_3T2,6,2,96,6,jap,10.0581,7.9573,2,2,1
FED_20190226b_3T2,6,3,24,2,sent,23.0434,10.9744,4,4,1
FED_20190226b_3T2,6,4,60,4,en,39.0796,17.1055,3,3,1
FED_20190226b_3T2,6,6,42,3,en,71.2513,6.8039,3,3,1
FED_20190226b_3T2,6,7,6,1,sent,83.1032,23.1086,3,3,1
FED_20190226b_3T2,6,8,78,5,jap,111.2748,42.8623,3,3,1
FED_20190226b_3T2,12,2,102,6,jap,10.0602,26.1498,1,1,1
FED_20190226b_3T2,12,3,30,2,sent,41.2653,14.8783,2,2,1
FED_20190226b_3T2,12,4,66,4,en,61.1852,21.3878,1,1,1
FED_20190226b_3T2,12,6,48,3,en,97.6742,16.0306,2,2,1
FED_20190226b_3T2,12,7,12,1,sent,118.7613,21.8409,2,2,1
FED_20190226b_3T2,12,8,84,5,jap,145.6487,41.3417,2,2,1
FED_20190226b_3T2,3,2,75,5,jap,10.0413,27.8786,2,2,1
FED_20190226b_3T2,3,3,39,3,en,42.9633,13.9561,1,1,1
FED_20190226b_3T2,3,4,3,1,sent,61.9665,22.3592,2,2,1
FED_20190226b_3T2,3,6,21,2,sent,99.4058,16.2846,3,3,1
FED_20190226b_3T2,3,7,57,4,en,120.7259,8.5886,1,1,1
FED_20190226b_3T2,3,8,93,6,jap,134.3781,8.9107,3,3,1
FED_20190226b_3T2,2,2,20,2,en,10.0661,16.3925,3,3,1
FED_20190226b_3T2,2,3,92,6,sent,31.5195,32.3995,2,2,1
FED_20190226b_3T2,2,4,56,4,jap,68.9757,9.251,2,2,1
FED_20190226b_3T2,2,6,38,3,jap,93.3127,21.3676,2,2,1
FED_20190226b_3T2,2,7,74,5,sent,119.7337,21.0461,4,3,0
FED_20190226b_3T2,2,8,2,1,en,145.8046,36.8074,2,2,1
FED_20190226b_3T2,9,2,81,5,jap,10.0741,39.5942,2,2,1
FED_20190226b_3T2,9,3,45,3,en,54.7312,19.9036,1,1,1
FED_20190226b_3T2,9,4,9,1,sent,79.6853,17.7033,2,2,1
FED_20190226b_3T2,9,6,27,2,sent,112.4906,18.5311,1,1,1
FED_20190226b_3T2,9,7,63,4,en,136.0944,29.4214,4,4,1
FED_20190226b_3T2,9,8,99,6,jap,170.5834,17.1655,1,1,1
FED_20190226b_3T2,8,2,26,2,en,10.0739,20.0888,3,3,1
FED_20190226b_3T2,8,3,98,6,sent,35.2279,7.3868,1,1,1
FED_20190226b_3T2,8,4,62,4,jap,47.6965,21.5722,4,4,1
FED_20190226b_3T2,8,6,44,3,jap,84.4194,18.0388,1,1,1
FED_20190226b_3T2,8,7,80,5,sent,107.5564,43.3545,3,3,1
FED_20190226b_3T2,8,8,8,1,en,156.0142,9.9805,2,2,1
FED_20190226b_3T2,11,2,11,1,en,10.0541,7.2075,1,1,1
FED_20190226b_3T2,11,3,47,3,jap,22.3057,39.8481,1,1,1
FED_20190226b_3T2,11,4,83,5,sent,67.2133,17.7751,3,3,1
FED_20190226b_3T2,11,6,101,6,sent,100.0684,19.3078,1,1,1
FED_20190226b_3T2,11,7,65,4,jap,124.4226,23.1033,1,1,1
FED_20190226b_3T2,11,8,29,2,en,152.5939,23.2089,2,2,1
FED_20190226b_3T2,10,2,64,4,sent,10.0516,11.234000000000002,2,2,1
FED_20190226b_3T2,10,3,28,2,jap,26.3375,21.0386,2,3,0
FED_20190226b_3T2,10,4,100,6,en,52.4084,9.2442,2,2,1
FED_20190226b_3T2,10,6,82,5,en,76.7458,12.9189,2,2,1
FED_20190226b_3T2,10,7,10,1,jap,94.7153,18.9699,2,2,1
FED_20190226b_3T2,10,8,46,3,sent,118.7358,31.1654,1,1,1
FED_20190226b_3T2,4,2,58,4,sent,10.0532,16.5823,2,4,0
FED_20190226b_3T2,4,3,22,2,jap,31.6902,27.5313,2,2,1
FED_20190226b_3T2,4,4,94,6,en,64.279,13.0168,2,2,1
FED_20190226b_3T2,4,6,76,5,en,92.3666,22.9323,2,2,1
FED_20190226b_3T2,4,7,4,1,jap,120.3545,17.676,4,4,1
FED_20190226b_3T2,4,8,40,3,sent,143.0749,14.8239,2,2,1
FED_20190226b_3T2,5,2,5,1,en,10.0611,11.9206,3,3,1
FED_20190226b_3T2,5,3,41,3,jap,27.0138,30.9892,1,1,1
FED_20190226b_3T2,5,4,77,5,sent,63.0531,14.9384,4,4,1
FED_20190226b_3T2,5,6,95,6,sent,93.0914,11.1489,2,2,1
FED_20190226b_3T2,5,7,59,4,jap,109.2942,42.7019,1,1,1
FED_20190226b_3T2,5,8,23,2,en,157.035,16.1438,3,3,1
FED_20190314b_3T2,8,2,62,4,sent,10.0598,11.6163,4,1,0
FED_20190314b_3T2,8,3,26,2,jap,26.7291,23.6544,3,3,1
FED_20190314b_3T2,8,4,98,6,en,55.4504,16.2109,1,1,1
FED_20190314b_3T2,8,6,80,5,en,86.7556,20.1362,3,3,1
FED_20190314b_3T2,8,7,8,1,jap,111.9429,11.3622,2,2,1
FED_20190314b_3T2,8,8,44,3,sent,128.3455,13.895999999999999,1,1,1
FED_20190314b_3T2,9,2,9,1,en,10.0531,5.3651,2,2,1
FED_20190314b_3T2,9,3,45,3,jap,20.4546,8.1942,1,4,0
FED_20190314b_3T2,9,4,81,5,sent,33.7068,15.0481,2,3,0
FED_20190314b_3T2,9,6,99,6,sent,63.8284,17.3563,1,1,1
FED_20190314b_3T2,9,7,63,4,jap,86.2154,18.4109,4,4,1
FED_20190314b_3T2,9,8,27,2,en,109.6861,12.9162,1,1,1
FED_20190314b_3T2,12,2,30,2,en,10.0596,10.2217,2,2,1
FED_20190314b_3T2,12,3,102,6,sent,25.3286,38.7926,1,1,1
FED_20190314b_3T2,12,4,66,4,jap,69.1691,7.7216,1,1,1
FED_20190314b_3T2,12,6,48,3,jap,91.9727,5.1478,2,2,1
FED_20190314b_3T2,12,7,84,5,sent,102.1744,15.3285,2,2,1
FED_20190314b_3T2,12,8,12,1,en,122.5278,23.4848,2,2,1
FED_20190314b_3T2,2,2,56,4,sent,10.0418,7.3588,2,2,1
FED_20190314b_3T2,2,3,20,2,jap,22.4606,9.4095,3,3,1
FED_20190314b_3T2,2,4,92,6,en,36.9297,16.1522,2,2,1
FED_20190314b_3T2,2,6,74,5,en,68.1681,13.3093,4,3,0
FED_20190314b_3T2,2,7,2,1,jap,86.5211,23.4335,2,2,1
FED_20190314b_3T2,2,8,38,3,sent,114.9922,30.8334,2,2,1
FED_20190314b_3T2,3,2,3,1,en,10.0659,13.591,2,2,1
FED_20190314b_3T2,3,3,39,3,jap,28.7191,10.6213,1,1,1
FED_20190314b_3T2,3,4,75,5,sent,44.3882,11.2382,2,2,1
FED_20190314b_3T2,3,6,93,6,sent,70.7258,13.399000000000001,3,2,0
FED_20190314b_3T2,3,7,57,4,jap,89.1789,6.8982,1,1,1
FED_20190314b_3T2,3,8,21,2,en,101.1308,11.4686,3,3,1
FED_20190314b_3T2,5,2,41,3,sent,10.0485,45.1034,1,1,1
FED_20190314b_3T2,5,3,77,5,en,60.2066,11.3378,4,3,0
FED_20190314b_3T2,5,4,5,1,jap,76.6094,12.9077,3,3,1
FED_20190314b_3T2,5,6,23,2,jap,104.5805,11.2041,3,3,1
FED_20190314b_3T2,5,7,95,6,en,120.8332,7.3294,2,2,1
FED_20190314b_3T2,5,8,59,4,sent,133.2185,43.626999999999995,1,1,1
FED_20190314b_3T2,4,2,94,6,jap,10.0551,7.1614,2,2,1
FED_20190314b_3T2,4,3,22,2,sent,22.2736,21.9224,2,1,0
FED_20190314b_3T2,4,4,58,4,en,49.2446,10.7563,2,2,1
FED_20190314b_3T2,4,6,40,3,en,75.0989,10.8331,2,2,1
FED_20190314b_3T2,4,7,4,1,sent,90.9848,15.8743,4,4,1
FED_20190314b_3T2,4,8,76,5,jap,111.9048,18.6028,2,2,1
FED_20190314b_3T2,10,2,100,6,jap,10.0591,8.1394,2,2,1
FED_20190314b_3T2,10,3,28,2,sent,23.2444,26.7108,2,2,1
FED_20190314b_3T2,10,4,64,4,en,55.0164,12.9402,2,2,1
FED_20190314b_3T2,10,6,46,3,en,83.0376,18.2509,1,1,1
